,state_number,consecutive_number,vehicle_number,drivers_vision_obscured_by,drivers_vision_obscured_by_name
44797,48,481839,2,0,No Obstruction Noted
44798,48,481840,2,0,No Obstruction Noted
44799,48,481841,2,0,No Obstruction Noted
44800,48,481842,2,0,No Obstruction Noted
44801,48,482006,2,0,No Obstruction Noted
44802,48,481998,2,0,No Obstruction Noted
44803,48,482002,2,0,No Obstruction Noted
44804,48,482005,2,0,No Obstruction Noted
44805,48,482008,2,0,No Obstruction Noted
44806,48,482012,2,0,No Obstruction Noted
44807,48,481990,2,0,No Obstruction Noted
44808,48,481984,2,0,No Obstruction Noted
44809,48,481985,2,0,No Obstruction Noted
44810,48,481995,2,0,No Obstruction Noted
44811,48,481996,2,0,No Obstruction Noted
44812,48,481997,2,0,No Obstruction Noted
44813,48,482030,2,0,No Obstruction Noted
44814,48,482027,2,0,No Obstruction Noted
44815,48,482028,2,0,No Obstruction Noted
44816,48,482029,2,0,No Obstruction Noted
44817,48,482031,2,0,No Obstruction Noted
44818,48,482015,2,0,No Obstruction Noted
44819,48,482018,2,0,No Obstruction Noted
44820,48,482019,2,0,No Obstruction Noted
44821,48,482021,2,0,No Obstruction Noted
44822,48,481978,2,0,No Obstruction Noted
44823,48,482023,2,0,No Obstruction Noted
44824,48,482025,2,0,No Obstruction Noted
44825,48,481938,2,0,No Obstruction Noted
44826,48,481930,2,0,No Obstruction Noted
44827,48,481933,2,0,No Obstruction Noted
44828,48,481934,2,0,No Obstruction Noted
44829,48,481928,2,0,No Obstruction Noted
44830,48,481944,2,0,No Obstruction Noted
44831,48,481946,2,0,No Obstruction Noted
44832,48,481917,2,0,No Obstruction Noted
44833,48,481918,2,0,No Obstruction Noted
44834,48,481919,2,0,No Obstruction Noted
44835,48,481920,2,0,No Obstruction Noted
44836,48,481921,2,0,No Obstruction Noted
44837,48,481922,2,0,No Obstruction Noted
44838,48,481924,2,0,No Obstruction Noted
44839,48,481970,2,0,No Obstruction Noted
44840,48,481966,2,0,No Obstruction Noted
44841,48,481968,2,0,No Obstruction Noted
44842,48,481974,2,0,No Obstruction Noted
44843,48,481975,2,0,No Obstruction Noted
44844,48,481947,2,0,No Obstruction Noted
44845,48,481948,2,0,No Obstruction Noted
44846,48,481952,2,0,No Obstruction Noted
44847,48,481954,2,0,No Obstruction Noted
44848,48,481956,2,0,No Obstruction Noted
44849,48,481958,2,0,No Obstruction Noted
44850,48,481960,2,0,No Obstruction Noted
44851,48,481961,2,0,No Obstruction Noted
44852,48,481641,2,0,No Obstruction Noted
44853,48,481636,2,0,No Obstruction Noted
44854,48,481638,2,0,No Obstruction Noted
44855,48,481639,2,0,No Obstruction Noted
44856,48,481640,2,0,No Obstruction Noted
44857,48,481635,2,0,No Obstruction Noted
44858,48,481642,2,0,No Obstruction Noted
44859,48,481629,2,0,No Obstruction Noted
44860,48,481623,2,0,No Obstruction Noted
44861,48,481624,2,0,No Obstruction Noted
44862,48,481625,2,0,No Obstruction Noted
44863,48,481650,2,0,No Obstruction Noted
44864,48,481630,2,0,No Obstruction Noted
44865,48,481634,2,0,No Obstruction Noted
44866,48,481669,2,0,No Obstruction Noted
44867,48,481670,2,0,No Obstruction Noted
44868,48,481677,2,0,No Obstruction Noted
44869,48,481678,2,0,No Obstruction Noted
44870,48,481679,2,0,No Obstruction Noted
44871,48,481681,2,0,No Obstruction Noted
44872,48,481682,2,0,No Obstruction Noted
44873,48,481659,2,0,No Obstruction Noted
44874,48,481658,2,0,No Obstruction Noted
44875,48,481660,2,0,No Obstruction Noted
44876,48,481661,2,0,No Obstruction Noted
44877,48,481662,2,0,No Obstruction Noted
44878,48,481664,2,0,No Obstruction Noted
44879,48,481572,2,0,No Obstruction Noted
44880,48,481574,2,0,No Obstruction Noted
44881,48,481576,2,0,No Obstruction Noted
44882,48,481577,2,0,No Obstruction Noted
44883,48,481581,2,0,No Obstruction Noted
44884,48,481583,2,0,No Obstruction Noted
44885,48,481586,2,0,No Obstruction Noted
44886,48,481561,2,0,No Obstruction Noted
44887,48,481562,2,0,No Obstruction Noted
44888,48,481564,2,0,No Obstruction Noted
44889,48,481565,2,0,No Obstruction Noted
44890,48,481568,2,0,No Obstruction Noted
44891,48,481571,2,0,No Obstruction Noted
44892,48,481607,2,0,No Obstruction Noted
44893,48,481610,2,0,No Obstruction Noted
44894,48,481618,2,0,No Obstruction Noted
44895,48,481619,2,0,No Obstruction Noted
44896,48,481587,2,0,No Obstruction Noted
44897,48,481590,2,0,No Obstruction Noted
44898,48,481595,2,0,No Obstruction Noted
44899,48,481596,2,0,No Obstruction Noted
44900,48,481597,2,0,No Obstruction Noted
44901,48,481753,2,0,No Obstruction Noted
44902,48,481754,2,0,No Obstruction Noted
44903,48,481755,2,0,No Obstruction Noted
44904,48,481756,2,0,No Obstruction Noted
44905,48,481758,2,0,No Obstruction Noted
44906,48,481751,2,0,No Obstruction Noted
44907,48,481762,2,0,No Obstruction Noted
44908,48,481764,2,0,No Obstruction Noted
44909,48,481737,2,0,No Obstruction Noted
44910,48,481742,2,0,No Obstruction Noted
44911,48,481745,2,0,No Obstruction Noted
44912,48,481749,2,0,No Obstruction Noted
44913,48,481750,2,0,No Obstruction Noted
44914,48,481777,2,0,No Obstruction Noted
44915,48,481779,2,0,No Obstruction Noted
44916,48,481780,2,0,No Obstruction Noted
44917,48,481781,2,0,No Obstruction Noted
44918,48,481782,2,0,No Obstruction Noted
44919,48,481783,2,0,No Obstruction Noted
44920,48,481788,2,0,No Obstruction Noted
44921,48,481790,2,0,No Obstruction Noted
44922,48,481767,2,0,No Obstruction Noted
44923,48,481769,2,0,No Obstruction Noted
44924,48,481770,2,0,No Obstruction Noted
44925,48,481771,2,0,No Obstruction Noted
44926,48,481772,2,0,No Obstruction Noted
44927,48,481773,2,0,No Obstruction Noted
44928,48,481775,2,0,No Obstruction Noted
44929,48,481776,2,0,No Obstruction Noted
44930,48,481697,2,0,No Obstruction Noted
44931,48,481699,2,0,No Obstruction Noted
44932,48,481700,2,0,No Obstruction Noted
44933,48,481701,2,0,No Obstruction Noted
44934,48,481702,2,0,No Obstruction Noted
44935,48,481707,2,0,No Obstruction Noted
44936,48,481709,2,0,No Obstruction Noted
44937,48,481711,2,0,No Obstruction Noted
44938,48,481684,2,0,No Obstruction Noted
44939,48,481688,2,0,No Obstruction Noted
44940,48,481690,2,0,No Obstruction Noted
44941,48,481692,2,0,No Obstruction Noted
44942,48,481693,2,0,No Obstruction Noted
44943,48,481694,2,0,No Obstruction Noted
44944,48,481695,2,0,No Obstruction Noted
44945,48,481696,2,0,No Obstruction Noted
44946,48,481732,2,0,No Obstruction Noted
44947,48,481729,2,0,No Obstruction Noted
44948,48,481733,2,0,No Obstruction Noted
44949,48,481734,2,0,No Obstruction Noted
44950,48,481718,2,0,No Obstruction Noted
44951,48,481720,2,0,No Obstruction Noted
44952,48,482036,2,0,No Obstruction Noted
44953,48,481725,2,0,No Obstruction Noted
44954,48,481726,2,0,No Obstruction Noted
44955,48,482356,2,0,No Obstruction Noted
44956,48,482359,2,0,No Obstruction Noted
44957,48,482364,2,0,No Obstruction Noted
44958,48,482355,2,0,No Obstruction Noted
44959,48,482368,2,0,No Obstruction Noted
44960,48,482369,2,0,No Obstruction Noted
44961,48,482349,2,0,No Obstruction Noted
44962,48,482341,2,0,No Obstruction Noted
44963,48,482342,2,0,No Obstruction Noted
44964,48,482350,2,0,No Obstruction Noted
44965,48,482352,2,0,No Obstruction Noted
44966,48,482353,2,0,No Obstruction Noted
44967,48,482354,2,0,No Obstruction Noted
44968,48,482386,2,0,No Obstruction Noted
44969,48,482388,2,0,No Obstruction Noted
44970,48,482389,2,0,No Obstruction Noted
44971,48,482390,2,0,No Obstruction Noted
44972,48,482391,2,0,No Obstruction Noted
44973,48,482393,2,0,No Obstruction Noted
44974,48,482394,2,0,No Obstruction Noted
44975,48,482370,2,0,No Obstruction Noted
44976,48,482371,2,0,No Obstruction Noted
44977,48,482372,2,0,No Obstruction Noted
44978,48,482373,2,0,No Obstruction Noted
44979,48,482375,2,0,No Obstruction Noted
44980,48,482379,2,0,No Obstruction Noted
44981,48,482293,2,0,No Obstruction Noted
44982,48,482295,2,0,No Obstruction Noted
44983,48,482299,2,0,No Obstruction Noted
44984,48,482292,2,0,No Obstruction Noted
44985,48,482305,2,0,No Obstruction Noted
44986,48,482306,2,0,No Obstruction Noted
44987,48,482307,2,0,No Obstruction Noted
44988,48,482285,2,0,No Obstruction Noted
44989,48,482287,2,0,No Obstruction Noted
44990,48,482288,2,0,No Obstruction Noted
44991,48,482290,2,0,No Obstruction Noted
44992,48,482334,2,0,No Obstruction Noted
44993,48,482328,2,0,No Obstruction Noted
44994,48,482327,2,0,No Obstruction Noted
44995,48,482336,2,0,No Obstruction Noted
44996,48,482337,2,0,No Obstruction Noted
44997,48,482339,2,0,No Obstruction Noted
44998,48,482311,2,0,No Obstruction Noted
44999,48,482317,2,0,No Obstruction Noted
45000,48,482319,2,0,No Obstruction Noted
45001,48,482324,2,0,No Obstruction Noted
45002,48,482326,2,0,No Obstruction Noted
45003,48,482477,2,0,No Obstruction Noted
45004,48,482481,2,0,No Obstruction Noted
45005,48,482482,2,0,No Obstruction Noted
45006,48,482483,2,0,No Obstruction Noted
45007,48,482486,2,0,No Obstruction Noted
45008,48,482487,2,0,No Obstruction Noted
45009,48,482488,2,0,No Obstruction Noted
45010,48,482464,2,0,No Obstruction Noted
45011,48,482459,2,0,No Obstruction Noted
45012,48,482463,2,0,No Obstruction Noted
45013,48,482466,2,0,No Obstruction Noted
45014,48,482469,2,0,No Obstruction Noted
45015,48,482470,2,0,No Obstruction Noted
45016,48,482502,2,0,No Obstruction Noted
45017,48,482506,2,0,No Obstruction Noted
45018,48,482507,2,0,No Obstruction Noted
45019,48,482512,2,0,No Obstruction Noted
45020,48,482514,2,0,No Obstruction Noted
45021,48,482489,2,0,No Obstruction Noted
45022,48,482490,2,0,No Obstruction Noted
45023,48,482492,2,0,No Obstruction Noted
45024,48,482494,2,0,No Obstruction Noted
45025,48,482496,2,0,No Obstruction Noted
45026,48,482497,2,0,No Obstruction Noted
45027,48,482498,2,0,No Obstruction Noted
45028,48,482499,2,0,No Obstruction Noted
45029,48,482500,2,0,No Obstruction Noted
45030,48,482414,2,0,No Obstruction Noted
45031,48,482418,2,0,No Obstruction Noted
45032,48,482419,2,0,No Obstruction Noted
45033,48,482421,2,0,No Obstruction Noted
45034,48,482422,2,0,No Obstruction Noted
45035,48,482426,2,0,No Obstruction Noted
45036,48,482397,2,0,No Obstruction Noted
45037,48,482398,2,0,No Obstruction Noted
45038,48,482399,2,0,No Obstruction Noted
45039,48,482400,2,0,No Obstruction Noted
45040,48,482406,2,0,No Obstruction Noted
45041,48,482410,2,0,No Obstruction Noted
45042,48,482442,2,0,No Obstruction Noted
45043,48,482443,2,0,No Obstruction Noted
45044,48,482445,2,0,No Obstruction Noted
45045,48,482449,2,0,No Obstruction Noted
45046,48,482451,2,0,No Obstruction Noted
45047,48,482452,2,0,No Obstruction Noted
45048,48,482454,2,0,No Obstruction Noted
45049,48,482428,2,0,No Obstruction Noted
45050,48,482429,2,0,No Obstruction Noted
45051,48,482432,2,0,No Obstruction Noted
45052,48,482435,2,0,No Obstruction Noted
45053,48,482436,2,0,No Obstruction Noted
45054,48,482437,2,0,No Obstruction Noted
45055,48,482440,2,0,No Obstruction Noted
45056,48,482127,2,0,No Obstruction Noted
45057,48,482117,2,0,No Obstruction Noted
45058,48,482125,2,0,No Obstruction Noted
45059,48,482131,2,0,No Obstruction Noted
45060,48,482133,2,0,No Obstruction Noted
45061,48,482134,2,0,No Obstruction Noted
45062,48,482104,2,0,No Obstruction Noted
45063,48,482106,2,0,No Obstruction Noted
45064,48,482135,2,0,No Obstruction Noted
45065,48,482110,2,0,No Obstruction Noted
45066,48,482112,2,0,No Obstruction Noted
45067,48,482115,2,0,No Obstruction Noted
45068,48,482116,2,0,No Obstruction Noted
45069,48,482146,2,0,No Obstruction Noted
45070,48,482148,2,0,No Obstruction Noted
45071,48,482149,2,0,No Obstruction Noted
45072,48,482154,2,0,No Obstruction Noted
45073,48,482158,2,0,No Obstruction Noted
45074,48,482160,2,0,No Obstruction Noted
45075,48,482161,2,0,No Obstruction Noted
45076,48,482137,2,0,No Obstruction Noted
45077,48,482138,2,0,No Obstruction Noted
45078,48,482140,2,0,No Obstruction Noted
45079,48,482143,2,0,No Obstruction Noted
45080,48,482144,2,0,No Obstruction Noted
45081,48,482145,2,0,No Obstruction Noted
45082,48,482054,2,0,No Obstruction Noted
45083,48,482055,2,0,No Obstruction Noted
45084,48,482060,2,0,No Obstruction Noted
45085,48,482051,2,0,No Obstruction Noted
45086,48,482061,2,0,No Obstruction Noted
45087,48,482062,2,0,No Obstruction Noted
45088,48,482063,2,0,No Obstruction Noted
45089,48,482039,2,0,No Obstruction Noted
45090,48,482040,2,0,No Obstruction Noted
45091,48,482042,2,0,No Obstruction Noted
45092,48,482064,2,0,No Obstruction Noted
45093,48,482045,2,0,No Obstruction Noted
45094,48,482046,2,0,No Obstruction Noted
45095,48,482048,2,0,No Obstruction Noted
45096,48,482050,2,0,No Obstruction Noted
45097,48,482089,2,0,No Obstruction Noted
45098,48,482094,2,0,No Obstruction Noted
45099,48,482095,2,0,No Obstruction Noted
45100,48,482097,2,0,No Obstruction Noted
45101,48,482067,2,0,No Obstruction Noted
45102,48,482068,2,0,No Obstruction Noted
45103,48,482073,2,0,No Obstruction Noted
45104,48,482076,2,0,No Obstruction Noted
45105,48,482077,2,0,No Obstruction Noted
45106,48,482081,2,0,No Obstruction Noted
45107,48,482236,2,0,No Obstruction Noted
45108,48,482231,2,0,No Obstruction Noted
45109,48,482232,2,0,No Obstruction Noted
45110,48,482233,2,0,No Obstruction Noted
45111,48,482234,2,0,No Obstruction Noted
45112,48,482230,2,0,No Obstruction Noted
45113,48,482240,2,0,No Obstruction Noted
45114,48,482242,2,0,No Obstruction Noted
45115,48,482243,2,0,No Obstruction Noted
45116,48,482221,2,0,No Obstruction Noted
45117,48,482216,2,0,No Obstruction Noted
45118,48,482217,2,0,No Obstruction Noted
45119,48,482219,2,0,No Obstruction Noted
45120,48,482223,2,0,No Obstruction Noted
45121,48,482229,2,0,No Obstruction Noted
45122,48,482268,2,0,No Obstruction Noted
45123,48,482263,2,0,No Obstruction Noted
45124,48,482265,2,0,No Obstruction Noted
45125,48,482270,2,0,No Obstruction Noted
45126,48,482271,2,0,No Obstruction Noted
45127,48,482272,2,0,No Obstruction Noted
45128,48,482274,2,0,No Obstruction Noted
45129,48,482245,2,0,No Obstruction Noted
45130,48,482253,2,0,No Obstruction Noted
45131,48,482254,2,0,No Obstruction Noted
45132,48,482256,2,0,No Obstruction Noted
45133,48,482171,2,0,No Obstruction Noted
45134,48,482174,2,0,No Obstruction Noted
45135,48,482177,2,0,No Obstruction Noted
45136,48,482179,2,0,No Obstruction Noted
45137,48,482182,2,0,No Obstruction Noted
45138,48,482183,2,0,No Obstruction Noted
45139,48,482185,2,0,No Obstruction Noted
45140,48,482186,2,0,No Obstruction Noted
45141,48,482162,2,0,No Obstruction Noted
45142,48,482163,2,0,No Obstruction Noted
45143,48,482165,2,0,No Obstruction Noted
45144,48,482168,2,0,No Obstruction Noted
45145,48,482169,2,0,No Obstruction Noted
45146,48,482170,2,0,No Obstruction Noted
45147,48,482204,2,0,No Obstruction Noted
45148,48,482205,2,0,No Obstruction Noted
45149,48,482206,2,0,No Obstruction Noted
45150,48,482207,2,0,No Obstruction Noted
45151,48,482212,2,0,No Obstruction Noted
45152,48,482214,2,0,No Obstruction Noted
45153,48,482215,2,0,No Obstruction Noted
45154,48,482188,2,0,No Obstruction Noted
45155,48,482189,2,0,No Obstruction Noted
45156,48,482191,2,0,No Obstruction Noted
45157,48,482193,2,0,No Obstruction Noted
45158,48,482199,2,0,No Obstruction Noted
45159,48,482202,2,0,No Obstruction Noted
45160,48,480904,2,0,No Obstruction Noted
45161,48,480898,2,0,No Obstruction Noted
45162,48,480903,2,0,No Obstruction Noted
45163,48,480906,2,0,No Obstruction Noted
45164,48,480908,2,0,No Obstruction Noted
45165,48,480911,2,0,No Obstruction Noted
45166,48,480889,2,0,No Obstruction Noted
45167,48,480884,2,0,No Obstruction Noted
45168,48,480886,2,0,No Obstruction Noted
45169,48,480887,2,0,No Obstruction Noted
45170,48,480888,2,0,No Obstruction Noted
45171,48,480890,2,0,No Obstruction Noted
45172,48,480892,2,0,No Obstruction Noted
45173,48,480894,2,0,No Obstruction Noted
45174,48,480895,2,0,No Obstruction Noted
45175,48,480937,2,0,No Obstruction Noted
45176,48,480929,2,0,No Obstruction Noted
45177,48,480933,2,0,No Obstruction Noted
45178,48,480938,2,0,No Obstruction Noted
45179,48,480939,2,0,No Obstruction Noted
45180,48,480944,2,0,No Obstruction Noted
45181,48,480913,2,0,No Obstruction Noted
45182,48,480916,2,0,No Obstruction Noted
45183,48,480921,2,0,No Obstruction Noted
45184,48,480923,2,0,No Obstruction Noted
45185,48,480924,2,0,No Obstruction Noted
45186,48,480926,2,0,No Obstruction Noted
45187,48,480927,2,0,No Obstruction Noted
45188,48,480928,2,0,No Obstruction Noted
45189,48,480848,2,0,No Obstruction Noted
45190,48,480842,2,0,No Obstruction Noted
45191,48,480843,2,0,No Obstruction Noted
45192,48,480844,2,0,No Obstruction Noted
45193,48,480849,2,0,No Obstruction Noted
45194,48,480851,2,0,No Obstruction Noted
45195,48,480853,2,0,No Obstruction Noted
45196,48,480854,2,0,No Obstruction Noted
45197,48,480830,2,0,No Obstruction Noted
45198,48,480831,2,0,No Obstruction Noted
45199,48,480832,2,0,No Obstruction Noted
45200,48,480835,2,0,No Obstruction Noted
45201,48,480837,2,0,No Obstruction Noted
45202,48,480838,2,0,No Obstruction Noted
45203,48,480879,2,0,No Obstruction Noted
45204,48,480872,2,0,No Obstruction Noted
45205,48,480875,2,0,No Obstruction Noted
45206,48,480880,2,0,No Obstruction Noted
45207,48,480881,2,0,No Obstruction Noted
45208,48,480883,2,0,No Obstruction Noted
45209,48,480863,2,0,No Obstruction Noted
45210,48,480858,2,0,No Obstruction Noted
45211,48,480859,2,0,No Obstruction Noted
45212,48,480861,2,0,No Obstruction Noted
45213,48,480864,2,0,No Obstruction Noted
45214,48,480869,2,0,No Obstruction Noted
45215,48,480870,2,0,No Obstruction Noted
45216,48,481022,2,0,No Obstruction Noted
45217,48,481023,2,0,No Obstruction Noted
45218,48,481025,2,0,No Obstruction Noted
45219,48,481027,2,0,No Obstruction Noted
45220,48,481020,2,0,No Obstruction Noted
45221,48,481028,2,0,No Obstruction Noted
45222,48,481037,2,0,No Obstruction Noted
45223,48,481011,2,0,No Obstruction Noted
45224,48,481013,2,0,No Obstruction Noted
45225,48,481038,2,0,No Obstruction Noted
45226,48,481014,2,0,No Obstruction Noted
45227,48,481016,2,0,No Obstruction Noted
45228,48,481017,2,0,No Obstruction Noted
45229,48,481019,2,0,No Obstruction Noted
45230,48,481053,2,0,No Obstruction Noted
45231,48,481054,2,0,No Obstruction Noted
45232,48,481055,2,0,No Obstruction Noted
45233,48,481063,2,0,No Obstruction Noted
45234,48,481065,2,0,No Obstruction Noted
45235,48,481067,2,0,No Obstruction Noted
45236,48,481068,2,0,No Obstruction Noted
45237,48,481043,2,0,No Obstruction Noted
45238,48,481039,2,0,No Obstruction Noted
45239,48,481040,2,0,No Obstruction Noted
45240,48,481041,2,0,No Obstruction Noted
45241,48,481044,2,0,No Obstruction Noted
45242,48,480960,2,0,No Obstruction Noted
45243,48,480961,2,0,No Obstruction Noted
45244,48,480964,2,0,No Obstruction Noted
45245,48,480965,2,0,No Obstruction Noted
45246,48,480966,2,0,No Obstruction Noted
45247,48,480969,2,0,No Obstruction Noted
45248,48,480970,2,0,No Obstruction Noted
45249,48,480974,2,0,No Obstruction Noted
45250,48,480953,2,0,No Obstruction Noted
45251,48,480946,2,0,No Obstruction Noted
45252,48,480949,2,0,No Obstruction Noted
45253,48,480951,2,0,No Obstruction Noted
45254,48,480954,2,0,No Obstruction Noted
45255,48,480955,2,0,No Obstruction Noted
45256,48,480994,2,0,No Obstruction Noted
45257,48,480995,2,0,No Obstruction Noted
45258,48,480997,2,0,No Obstruction Noted
45259,48,480993,2,0,No Obstruction Noted
45260,48,481001,2,0,No Obstruction Noted
45261,48,481004,2,0,No Obstruction Noted
45262,48,481005,2,0,No Obstruction Noted
45263,48,480983,2,0,No Obstruction Noted
45264,48,480977,2,0,No Obstruction Noted
45265,48,480978,2,0,No Obstruction Noted
45266,48,480979,2,0,No Obstruction Noted
45267,48,480987,2,0,No Obstruction Noted
45268,48,480652,2,0,No Obstruction Noted
45269,48,480653,2,0,No Obstruction Noted
45270,48,480654,2,0,No Obstruction Noted
45271,48,480660,2,0,No Obstruction Noted
45272,48,480667,2,0,No Obstruction Noted
45273,48,480639,2,0,No Obstruction Noted
45274,48,480642,2,0,No Obstruction Noted
45275,48,480643,2,0,No Obstruction Noted
45276,48,480670,2,0,No Obstruction Noted
45277,48,480645,2,0,No Obstruction Noted
45278,48,480646,2,0,No Obstruction Noted
45279,48,480651,2,0,No Obstruction Noted
45280,48,480697,2,0,No Obstruction Noted
45281,48,480701,2,0,No Obstruction Noted
45282,48,480706,2,0,No Obstruction Noted
45283,48,480709,2,0,No Obstruction Noted
45284,48,480671,2,0,No Obstruction Noted
45285,48,480675,2,0,No Obstruction Noted
45286,48,480679,2,0,No Obstruction Noted
45287,48,480687,2,0,No Obstruction Noted
45288,48,480690,2,0,No Obstruction Noted
45289,48,480602,2,0,No Obstruction Noted
45290,48,480595,2,0,No Obstruction Noted
45291,48,480596,2,0,No Obstruction Noted
45292,48,480600,2,0,No Obstruction Noted
45293,48,480601,2,0,No Obstruction Noted
45294,48,480603,2,0,No Obstruction Noted
45295,48,480604,2,0,No Obstruction Noted
45296,48,480605,2,0,No Obstruction Noted
45297,48,480606,2,0,No Obstruction Noted
45298,48,480586,2,0,No Obstruction Noted
45299,48,480581,2,0,No Obstruction Noted
45300,48,480583,2,0,No Obstruction Noted
45301,48,480584,2,0,No Obstruction Noted
45302,48,480585,2,0,No Obstruction Noted
45303,48,480589,2,0,No Obstruction Noted
45304,48,480592,2,0,No Obstruction Noted
45305,48,480629,2,0,No Obstruction Noted
45306,48,480624,2,0,No Obstruction Noted
45307,48,480625,2,0,No Obstruction Noted
45308,48,480626,2,0,No Obstruction Noted
45309,48,480630,2,0,No Obstruction Noted
45310,48,480631,2,0,No Obstruction Noted
45311,48,480634,2,0,No Obstruction Noted
45312,48,480617,2,0,No Obstruction Noted
45313,48,480612,2,0,No Obstruction Noted
45314,48,480616,2,0,No Obstruction Noted
45315,48,480618,2,0,No Obstruction Noted
45316,48,480620,2,0,No Obstruction Noted
45317,48,480621,2,0,No Obstruction Noted
45318,48,480781,2,0,No Obstruction Noted
45319,48,480782,2,0,No Obstruction Noted
45320,48,480783,2,0,No Obstruction Noted
45321,48,480787,2,0,No Obstruction Noted
45322,48,480789,2,0,No Obstruction Noted
45323,48,480790,2,0,No Obstruction Noted
45324,48,480791,2,0,No Obstruction Noted
45325,48,480792,2,0,No Obstruction Noted
45326,48,480775,2,0,No Obstruction Noted
45327,48,480767,2,0,No Obstruction Noted
45328,48,480769,2,0,No Obstruction Noted
45329,48,480795,2,0,No Obstruction Noted
45330,48,480777,2,0,No Obstruction Noted
45331,48,480778,2,0,No Obstruction Noted
45332,48,480779,2,0,No Obstruction Noted
45333,48,480817,2,0,No Obstruction Noted
45334,48,480821,2,0,No Obstruction Noted
45335,48,480823,2,0,No Obstruction Noted
45336,48,480824,2,0,No Obstruction Noted
45337,48,480826,2,0,No Obstruction Noted
45338,48,480827,2,0,No Obstruction Noted
45339,48,480828,2,0,No Obstruction Noted
45340,48,480797,2,0,No Obstruction Noted
45341,48,480799,2,0,No Obstruction Noted
45342,48,480800,2,0,No Obstruction Noted
45343,48,480801,2,0,No Obstruction Noted
45344,48,480803,2,0,No Obstruction Noted
45345,48,480807,2,0,No Obstruction Noted
45346,48,480728,2,0,No Obstruction Noted
45347,48,480732,2,0,No Obstruction Noted
45348,48,480722,2,0,No Obstruction Noted
45349,48,480733,2,0,No Obstruction Noted
45350,48,480734,2,0,No Obstruction Noted
45351,48,480738,2,0,No Obstruction Noted
45352,48,480710,2,0,No Obstruction Noted
45353,48,480712,2,0,No Obstruction Noted
45354,48,480714,2,0,No Obstruction Noted
45355,48,480715,2,0,No Obstruction Noted
45356,48,480718,2,0,No Obstruction Noted
45357,48,480719,2,0,No Obstruction Noted
45358,48,480720,2,0,No Obstruction Noted
45359,48,480721,2,0,No Obstruction Noted
45360,48,480755,2,0,No Obstruction Noted
45361,48,480756,2,0,No Obstruction Noted
45362,48,480757,2,0,No Obstruction Noted
45363,48,480759,2,0,No Obstruction Noted
45364,48,480754,2,0,No Obstruction Noted
45365,48,480760,2,0,No Obstruction Noted
45366,48,480763,2,0,No Obstruction Noted
45367,48,480764,2,0,No Obstruction Noted
45368,48,480766,2,0,No Obstruction Noted
45369,48,480742,2,0,No Obstruction Noted
45370,48,480743,2,0,No Obstruction Noted
45371,48,480744,2,0,No Obstruction Noted
45372,48,480745,2,0,No Obstruction Noted
45373,48,480750,2,0,No Obstruction Noted
45374,48,480752,2,0,No Obstruction Noted
45375,48,481377,2,0,No Obstruction Noted
45376,48,481378,2,0,No Obstruction Noted
45377,48,481380,2,0,No Obstruction Noted
45378,48,481382,2,0,No Obstruction Noted
45379,48,481376,2,0,No Obstruction Noted
45380,48,481385,2,0,No Obstruction Noted
45381,48,481389,2,0,No Obstruction Noted
45382,48,481390,2,0,No Obstruction Noted
45383,48,481369,2,0,No Obstruction Noted
45384,48,481361,2,0,No Obstruction Noted
45385,48,481364,2,0,No Obstruction Noted
45386,48,481366,2,0,No Obstruction Noted
45387,48,481391,2,0,No Obstruction Noted
45388,48,481372,2,0,No Obstruction Noted
45389,48,481373,2,0,No Obstruction Noted
45390,48,481375,2,0,No Obstruction Noted
45391,48,481416,2,0,No Obstruction Noted
45392,48,481417,2,0,No Obstruction Noted
45393,48,481409,2,0,No Obstruction Noted
45394,48,481420,2,0,No Obstruction Noted
45395,48,481424,2,0,No Obstruction Noted
45396,48,481425,2,0,No Obstruction Noted
45397,48,481403,2,0,No Obstruction Noted
45398,48,481392,2,0,No Obstruction Noted
45399,48,481395,2,0,No Obstruction Noted
45400,48,481396,2,0,No Obstruction Noted
45401,48,481399,2,0,No Obstruction Noted
45402,48,481404,2,0,No Obstruction Noted
45403,48,481407,2,0,No Obstruction Noted
45404,48,481408,2,0,No Obstruction Noted
45405,48,481328,2,0,No Obstruction Noted
45406,48,481320,2,0,No Obstruction Noted
45407,48,481322,2,0,No Obstruction Noted
45408,48,481327,2,0,No Obstruction Noted
45409,48,481329,2,0,No Obstruction Noted
45410,48,481330,2,0,No Obstruction Noted
45411,48,481331,2,0,No Obstruction Noted
45412,48,481333,2,0,No Obstruction Noted
45413,48,481312,2,0,No Obstruction Noted
45414,48,481307,2,0,No Obstruction Noted
45415,48,481308,2,0,No Obstruction Noted
45416,48,481311,2,0,No Obstruction Noted
45417,48,481314,2,0,No Obstruction Noted
45418,48,481318,2,0,No Obstruction Noted
45419,48,481348,2,0,No Obstruction Noted
45420,48,481349,2,0,No Obstruction Noted
45421,48,481350,2,0,No Obstruction Noted
45422,48,481352,2,0,No Obstruction Noted
45423,48,481354,2,0,No Obstruction Noted
45424,48,481356,2,0,No Obstruction Noted
45425,48,481357,2,0,No Obstruction Noted
45426,48,481360,2,0,No Obstruction Noted
45427,48,481334,2,0,No Obstruction Noted
45428,48,481336,2,0,No Obstruction Noted
45429,48,481342,2,0,No Obstruction Noted
45430,48,481343,2,0,No Obstruction Noted
